order_id,customer_id,product_id,order_date,quantity,price,cost,category,brand,sales_value,cost_value,profit,name,age,gender,location,signup_date,customer_tenure_days
585,401,112,2022-08-14,3,293,187,Clothing,Brand_2,879,561,318,Customer_401,42,Male,Lagos,2021-10-12,1177
586,563,401,2022-07-31,1,182,46,Clothing,Brand_14,182,46,136,Customer_563,36,Male,Tokyo,2022-10-06,818
587,472,490,2023-08-28,1,191,168,Books,Brand_5,191,168,23,Customer_472,32,Female,Groningen,2023-08-28,492
588,901,343,2021-09-08,4,312,171,Electronics,Brand_4,1248,684,564,Customer_901,53,Male,Utrecht,2021-09-27,1192
589,904,207,2023-04-06,4,108,76,Luxury,Brand_20,432,304,128,Customer_904,31,Male,Groningen,2021-10-13,1176
590,66,288,2022-09-14,4,219,52,Sports,Brand_19,876,208,668,Customer_66,23,Female,Accra,2020-12-05,1488
591,344,5,2022-03-13,2,113,107,Clothing,Brand_6,226,214,12,Customer_344,36,Female,Tokyo,2021-10-26,1163
592,190,420,2021-03-25,4,149,75,Luxury,Brand_5,596,300,296,Customer_190,47,Female,Groningen,2023-04-03,639
593,40,395,2022-04-13,2,186,150,Sports,Brand_10,372,300,72,Customer_40,30,Female,Amsterdam,2021-09-07,1212
594,337,302,2023-04-23,4,180,74,Clothing,Brand_4,720,296,424,Customer_337,35,Male,Lagos,2021-01-15,1447
595,583,449,2023-03-12,1,237,83,Clothing,Brand_9,237,83,154,Customer_583,63,Female,Amsterdam,2022-03-18,1020
596,710,214,2022-05-22,4,304,147,Clothing,Brand_15,1216,588,628,Customer_710,28,Female,Utrecht,2023-10-12,447
597,912,398,2023-05-05,3,69,21,Electronics,Brand_8,207,63,144,Customer_912,24,Male,Groningen,2021-03-11,1392
598,996,237,2021-08-14,4,129,21,Sports,Brand_5,516,84,432,Customer_996,37,Female,Groningen,2022-06-20,926
599,109,102,2022-03-16,3,381,190,Home,Brand_12,1143,570,573,Customer_109,39,Male,Accra,2021-08-22,1228
600,291,204,2022-11-20,1,188,43,Electronics,Brand_17,188,43,145,Customer_291,30,Female,Tokyo,2023-05-21,591
601,725,283,2023-04-01,2,107,41,Books,Brand_7,214,82,132,Customer_725,42,Female,Rotterdam,2023-03-16,657
602,66,461,2022-02-24,4,78,9,Clothing,Brand_7,312,36,276,Customer_66,23,Female,Accra,2020-12-05,1488
603,96,314,2023-02-16,1,316,165,Electronics,Brand_17,316,165,151,Customer_96,43,Male,Eindhoven,2023-11-25,403
604,855,211,2022-06-21,3,265,116,Books,Brand_20,795,348,447,Customer_855,19,Female,Eindhoven,2020-09-16,1568
605,154,248,2021-08-16,4,142,85,Home,Brand_2,568,340,228,Customer_154,60,Female,Lagos,2023-06-20,561
606,512,240,2021-04-15,3,143,20,Clothing,Brand_12,429,60,369,Customer_512,49,Female,Accra,2024-01-10,357
607,763,406,2021-11-27,4,115,51,Clothing,Brand_10,460,204,256,Customer_763,30,Female,Utrecht,2023-09-20,469
608,753,375,2022-07-14,1,273,137,Electronics,Brand_2,273,137,136,Customer_753,57,Female,Utrecht,2021-08-28,1222
609,770,126,2022-11-23,1,175,121,Electronics,Brand_19,175,121,54,Customer_770,20,Female,Lagos,2021-06-08,1303
610,209,444,2023-09-24,1,193,32,Luxury,Brand_20,193,32,161,Customer_209,26,Female,Eindhoven,2021-09-23,1196
611,735,251,2021-02-08,3,133,73,Sports,Brand_4,399,219,180,Customer_735,56,Male,Tokyo,2020-10-04,1550
612,116,437,2022-04-29,2,273,99,Sports,Brand_11,546,198,348,Customer_116,19,Male,Eindhoven,2023-06-05,576
613,691,431,2023-03-12,1,261,140,Luxury,Brand_17,261,140,121,Customer_691,61,Female,Accra,2020-09-29,1555
614,346,306,2023-08-30,2,59,27,Sports,Brand_5,118,54,64,Customer_346,42,Female,Lagos,2020-02-16,1781
615,617,202,2023-03-01,2,40,31,Books,Brand_17,80,62,18,Customer_617,34,Male,Tokyo,2021-09-10,1209
616,69,179,2021-05-17,1,247,83,Clothing,Brand_12,247,83,164,Customer_69,63,Male,Eindhoven,2021-08-25,1225
617,301,74,2022-01-02,3,111,77,Books,Brand_3,333,231,102,Customer_301,22,Female,Eindhoven,2020-12-26,1467
618,997,4,2023-02-27,1,159,25,Clothing,Brand_3,159,25,134,Customer_997,39,Female,Lagos,2020-01-31,1797
619,873,23,2021-10-20,2,174,58,Clothing,Brand_8,348,116,232,Customer_873,29,Female,Eindhoven,2023-11-18,410
620,943,431,2023-05-19,3,261,140,Luxury,Brand_17,783,420,363,Customer_943,62,Male,Eindhoven,2022-05-22,955
621,732,88,2023-04-14,4,158,124,Sports,Brand_12,632,496,136,Customer_732,64,Male,Eindhoven,2024-01-23,344
622,23,40,2022-06-02,4,175,29,Home,Brand_12,700,116,584,Customer_23,21,Female,Tokyo,2021-02-13,1418
623,154,496,2023-04-12,1,334,157,Sports,Brand_14,334,157,177,Customer_154,60,Female,Lagos,2023-06-20,561
624,275,22,2021-03-17,2,171,23,Home,Brand_16,342,46,296,Customer_275,55,Male,Tokyo,2020-07-07,1639
625,655,281,2021-05-22,3,144,61,Luxury,Brand_17,432,183,249,Customer_655,43,Female,Rotterdam,2022-12-18,745
626,342,172,2022-05-04,2,138,67,Luxury,Brand_13,276,134,142,Customer_342,53,Female,Eindhoven,2022-02-10,1056
627,548,173,2022-02-28,3,274,143,Luxury,Brand_17,822,429,393,Customer_548,23,Female,Groningen,2022-05-24,953
628,301,498,2021-09-04,2,94,24,Clothing,Brand_10,188,48,140,Customer_301,22,Female,Eindhoven,2020-12-26,1467
629,883,198,2021-09-10,3,153,36,Clothing,Brand_12,459,108,351,Customer_883,39,Female,Lagos,2023-09-09,480
630,159,20,2022-04-11,3,193,158,Sports,Brand_20,579,474,105,Customer_159,29,Male,Amsterdam,2022-05-28,949
631,404,14,2022-03-30,4,167,5,Luxury,Brand_5,668,20,648,Customer_404,21,Female,Accra,2020-01-26,1802
632,548,155,2022-05-25,3,280,133,Books,Brand_19,840,399,441,Customer_548,23,Female,Groningen,2022-05-24,953
633,742,453,2021-07-03,2,177,25,Luxury,Brand_17,354,50,304,Customer_742,32,Male,Utrecht,2022-07-17,899
634,604,92,2021-11-27,1,88,5,Luxury,Brand_10,88,5,83,Customer_604,51,Female,Accra,2021-02-23,1408
635,187,319,2021-05-02,2,154,54,Home,Brand_15,308,108,200,Customer_187,51,Female,Eindhoven,2021-12-09,1119
636,339,264,2022-03-28,4,167,58,Electronics,Brand_20,668,232,436,Customer_339,45,Female,Tokyo,2020-07-19,1627
637,504,6,2023-01-29,2,228,168,Clothing,Brand_6,456,336,120,Customer_504,47,Male,Rotterdam,2020-07-18,1628
638,922,150,2023-06-03,3,264,71,Luxury,Brand_19,792,213,579,Customer_922,19,Female,Rotterdam,2021-10-05,1184
639,742,200,2022-11-20,3,196,29,Electronics,Brand_2,588,87,501,Customer_742,32,Male,Utrecht,2022-07-17,899
640,335,295,2023-06-14,4,165,90,Electronics,Brand_13,660,360,300,Customer_335,35,Female,Tokyo,2021-04-20,1352
641,969,416,2023-07-13,3,189,11,Sports,Brand_14,567,33,534,Customer_969,52,Male,Amsterdam,2023-11-26,402
642,855,210,2023-03-24,3,372,186,Home,Brand_10,1116,558,558,Customer_855,19,Female,Eindhoven,2020-09-16,1568
643,379,145,2021-10-06,1,237,127,Electronics,Brand_1,237,127,110,Customer_379,51,Male,Lagos,2023-01-26,706
644,973,154,2022-01-22,3,99,25,Sports,Brand_9,297,75,222,Customer_973,64,Female,Lagos,2022-09-09,845
645,388,95,2021-02-04,1,265,124,Luxury,Brand_13,265,124,141,Customer_388,42,Female,Utrecht,2023-12-31,367
646,142,283,2021-06-18,3,107,41,Books,Brand_7,321,123,198,Customer_142,47,Female,Eindhoven,2021-12-06,1122
647,765,406,2021-12-28,4,115,51,Clothing,Brand_10,460,204,256,Customer_765,59,Female,Amsterdam,2022-01-11,1086
648,51,256,2023-03-11,4,187,110,Home,Brand_6,748,440,308,Customer_51,62,Female,Eindhoven,2020-08-13,1602
649,305,170,2022-03-17,1,253,95,Books,Brand_8,253,95,158,Customer_305,30,Male,Groningen,2023-08-28,492
650,514,78,2021-11-11,4,125,52,Sports,Brand_5,500,208,292,Customer_514,19,Female,Lagos,2022-04-11,996
651,942,40,2022-05-26,1,175,29,Home,Brand_12,175,29,146,Customer_942,52,Female,Rotterdam,2020-01-21,1807
652,218,58,2022-04-18,2,217,138,Electronics,Brand_17,434,276,158,Customer_218,59,Male,Accra,2023-04-27,615
653,476,256,2023-01-04,3,187,110,Home,Brand_6,561,330,231,Customer_476,34,Female,Utrecht,2022-08-24,861
654,862,490,2022-10-19,1,191,168,Books,Brand_5,191,168,23,Customer_862,24,Male,Groningen,2022-08-10,875
655,757,266,2021-11-28,2,237,174,Sports,Brand_6,474,348,126,Customer_757,63,Female,Lagos,2023-01-15,717
656,902,328,2023-03-11,2,99,80,Sports,Brand_17,198,160,38,Customer_902,32,Female,Accra,2021-05-30,1312
657,864,254,2023-03-27,3,174,145,Clothing,Brand_7,522,435,87,Customer_864,46,Female,Groningen,2020-09-09,1575
658,617,498,2023-05-16,3,94,24,Clothing,Brand_10,282,72,210,Customer_617,34,Male,Tokyo,2021-09-10,1209
659,402,445,2023-07-19,1,302,162,Electronics,Brand_3,302,162,140,Customer_402,55,Female,Groningen,2022-05-29,948
660,88,126,2023-03-20,1,175,121,Electronics,Brand_19,175,121,54,Customer_88,63,Female,Eindhoven,2020-06-09,1667
661,448,340,2022-04-09,3,139,53,Books,Brand_6,417,159,258,Customer_448,20,Female,Amsterdam,2020-01-16,1812
662,724,467,2022-07-19,1,245,131,Books,Brand_16,245,131,114,Customer_724,35,Female,Lagos,2022-07-05,911
663,592,241,2023-01-16,4,227,119,Books,Brand_8,908,476,432,Customer_592,28,Female,Amsterdam,2020-05-15,1692
664,182,427,2021-03-14,2,340,193,Books,Brand_7,680,386,294,Customer_182,41,Female,Amsterdam,2020-11-21,1502
665,808,29,2021-10-08,3,276,170,Sports,Brand_4,828,510,318,Customer_808,50,Female,Tokyo,2020-07-19,1627
666,344,263,2022-02-05,2,335,154,Clothing,Brand_18,670,308,362,Customer_344,36,Female,Tokyo,2021-10-26,1163
667,357,169,2022-02-06,4,101,32,Electronics,Brand_14,404,128,276,Customer_357,25,Female,Utrecht,2024-02-03,333
668,58,229,2022-05-25,4,318,138,Books,Brand_1,1272,552,720,Customer_58,37,Male,Rotterdam,2023-07-31,520
669,625,199,2023-08-25,3,257,94,Books,Brand_15,771,282,489,Customer_625,47,Female,Utrecht,2021-06-23,1288
670,743,356,2023-01-14,2,212,184,Clothing,Brand_17,424,368,56,Customer_743,63,Male,Utrecht,2023-03-15,658
671,838,20,2022-06-24,3,193,158,Sports,Brand_20,579,474,105,Customer_838,50,Female,Accra,2022-06-22,924
672,194,326,2022-04-06,2,80,28,Luxury,Brand_10,160,56,104,Customer_194,37,Female,Eindhoven,2021-07-11,1270
673,741,116,2023-07-05,3,236,167,Luxury,Brand_10,708,501,207,Customer_741,27,Female,Amsterdam,2022-04-02,1005
674,225,377,2023-08-16,1,220,25,Clothing,Brand_7,220,25,195,Customer_225,50,Female,Amsterdam,2023-09-19,470
675,793,416,2021-06-21,4,189,11,Sports,Brand_14,756,44,712,Customer_793,28,Female,Rotterdam,2020-04-19,1718
676,59,68,2021-04-23,2,367,199,Luxury,Brand_2,734,398,336,Customer_59,43,Male,Tokyo,2021-05-27,1315
677,881,62,2022-09-01,4,282,104,Electronics,Brand_9,1128,416,712,Customer_881,18,Male,Utrecht,2021-12-06,1122
678,555,483,2022-12-18,1,283,109,Sports,Brand_10,283,109,174,Customer_555,21,Male,Rotterdam,2022-10-24,800
679,31,432,2022-04-07,3,307,190,Books,Brand_14,921,570,351,Customer_31,57,Female,Eindhoven,2021-04-12,1360
680,723,428,2022-04-13,3,188,47,Books,Brand_11,564,141,423,Customer_723,53,Male,Amsterdam,2023-03-24,649
681,919,321,2022-03-11,1,147,62,Clothing,Brand_15,147,62,85,Customer_919,19,Female,Utrecht,2024-01-04,363
682,412,418,2022-04-21,3,303,130,Books,Brand_4,909,390,519,Customer_412,56,Female,Tokyo,2021-08-17,1233
683,268,12,2023-09-02,2,359,190,Home,Brand_4,718,380,338,Customer_268,30,Female,Tokyo,2021-06-15,1296
684,656,231,2021-08-04,3,123,112,Sports,Brand_15,369,336,33,Customer_656,26,Female,Tokyo,2020-04-11,1726
685,955,372,2023-01-13,2,287,179,Electronics,Brand_4,574,358,216,Customer_955,23,Male,Utrecht,2020-05-29,1678
686,382,381,2022-11-08,3,321,182,Luxury,Brand_3,963,546,417,Customer_382,57,Female,Utrecht,2023-08-29,491
687,367,418,2022-03-17,2,303,130,Books,Brand_4,606,260,346,Customer_367,61,Female,Utrecht,2023-03-11,662
688,427,76,2021-11-15,3,200,170,Electronics,Brand_8,600,510,90,Customer_427,43,Male,Tokyo,2024-01-17,350
689,6,398,2022-02-15,2,69,21,Electronics,Brand_8,138,42,96,Customer_6,29,Female,Utrecht,2020-06-25,1651
690,670,398,2021-08-03,4,69,21,Electronics,Brand_8,276,84,192,Customer_670,19,Female,Rotterdam,2020-12-23,1470
691,699,124,2021-10-31,3,226,188,Home,Brand_15,678,564,114,Customer_699,46,Female,Utrecht,2022-01-14,1083
692,546,42,2021-08-31,1,149,111,Sports,Brand_6,149,111,38,Customer_546,61,Female,Lagos,2021-08-28,1222
693,891,111,2022-01-10,4,133,125,Electronics,Brand_10,532,500,32,Customer_891,31,Male,Tokyo,2020-08-13,1602
694,857,50,2022-01-13,3,212,57,Electronics,Brand_16,636,171,465,Customer_857,23,Female,Utrecht,2021-07-07,1274
695,692,204,2021-06-30,4,188,43,Electronics,Brand_17,752,172,580,Customer_692,35,Female,Groningen,2023-02-16,685
696,798,129,2023-08-23,2,17,11,Clothing,Brand_11,34,22,12,Customer_798,40,Female,Utrecht,2022-04-09,998
697,523,262,2023-04-11,4,166,5,Luxury,Brand_3,664,20,644,Customer_523,55,Female,Lagos,2022-11-12,781
698,822,411,2022-11-23,4,152,137,Sports,Brand_11,608,548,60,Customer_822,49,Female,Amsterdam,2024-01-30,337
699,149,41,2022-04-30,3,265,73,Books,Brand_8,795,219,576,Customer_149,45,Female,Amsterdam,2023-05-24,588
700,846,201,2023-05-15,2,240,190,Electronics,Brand_12,480,380,100,Customer_846,20,Female,Amsterdam,2021-12-03,1125
701,391,418,2023-01-26,4,303,130,Books,Brand_4,1212,520,692,Customer_391,25,Female,Eindhoven,2023-01-10,722
702,457,429,2023-03-07,2,243,156,Home,Brand_3,486,312,174,Customer_457,48,Female,Lagos,2021-01-17,1445
703,976,449,2022-03-01,1,237,83,Clothing,Brand_9,237,83,154,Customer_976,58,Male,Rotterdam,2023-11-13,415
704,208,225,2023-03-08,2,225,181,Books,Brand_10,450,362,88,Customer_208,63,Female,Lagos,2020-08-30,1585
705,867,161,2022-09-28,2,158,51,Electronics,Brand_5,316,102,214,Customer_867,43,Female,Accra,2021-07-31,1250
706,317,273,2022-09-01,4,141,100,Books,Brand_10,564,400,164,Customer_317,48,Female,Eindhoven,2022-10-24,800
707,284,320,2022-01-16,3,175,152,Books,Brand_5,525,456,69,Customer_284,27,Male,Amsterdam,2020-03-23,1745
708,81,177,2021-08-17,3,179,157,Clothing,Brand_1,537,471,66,Customer_81,25,Male,Accra,2022-03-07,1031
709,27,411,2023-03-22,2,152,137,Sports,Brand_11,304,274,30,Customer_27,63,Female,Utrecht,2022-12-19,744
710,89,259,2021-04-21,1,53,7,Electronics,Brand_6,53,7,46,Customer_89,34,Male,Accra,2022-12-26,737
711,63,500,2021-04-06,3,248,87,Sports,Brand_2,744,261,483,Customer_63,55,Female,Lagos,2021-01-09,1453
712,954,297,2023-01-06,1,255,87,Luxury,Brand_2,255,87,168,Customer_954,19,Female,Groningen,2020-01-13,1815
713,33,440,2023-01-27,1,155,81,Books,Brand_6,155,81,74,Customer_33,31,Female,Tokyo,2022-08-07,878
714,106,203,2023-01-02,3,228,169,Home,Brand_9,684,507,177,Customer_106,36,Female,Rotterdam,2023-03-25,648
715,129,233,2023-08-19,1,249,172,Home,Brand_6,249,172,77,Customer_129,33,Female,Amsterdam,2023-02-18,683
716,356,142,2022-05-14,2,225,113,Home,Brand_8,450,226,224,Customer_356,50,Female,Amsterdam,2022-02-08,1058
717,842,322,2021-02-21,3,116,101,Books,Brand_20,348,303,45,Customer_842,44,Male,Rotterdam,2024-01-10,357
718,124,107,2023-02-01,3,292,176,Books,Brand_7,876,528,348,Customer_124,60,Female,Eindhoven,2022-01-27,1070
719,615,461,2023-03-19,4,78,9,Clothing,Brand_7,312,36,276,Customer_615,51,Male,Accra,2020-03-30,1738
720,551,346,2021-01-23,4,248,94,Books,Brand_12,992,376,616,Customer_551,36,Male,Eindhoven,2023-12-07,391
721,711,54,2022-02-08,2,285,87,Home,Brand_18,570,174,396,Customer_711,28,Male,Lagos,2021-04-18,1354
722,927,66,2021-04-25,2,302,127,Sports,Brand_7,604,254,350,Customer_927,40,Male,Groningen,2020-04-30,1707
723,242,171,2021-12-20,1,278,179,Sports,Brand_19,278,179,99,Customer_242,64,Female,Groningen,2023-02-19,682
724,209,500,2022-04-05,1,248,87,Sports,Brand_2,248,87,161,Customer_209,26,Female,Eindhoven,2021-09-23,1196
725,498,317,2022-03-04,4,206,153,Sports,Brand_18,824,612,212,Customer_498,37,Female,Rotterdam,2022-01-27,1070
726,204,29,2021-07-07,1,276,170,Sports,Brand_4,276,170,106,Customer_204,37,Female,Amsterdam,2021-05-11,1331
727,995,381,2023-05-22,1,321,182,Luxury,Brand_3,321,182,139,Customer_995,29,Female,Amsterdam,2021-05-02,1340
728,493,93,2023-03-03,1,194,179,Clothing,Brand_19,194,179,15,Customer_493,29,Female,Accra,2020-05-10,1697
729,366,447,2022-07-20,4,162,148,Books,Brand_10,648,592,56,Customer_366,31,Male,Rotterdam,2021-02-28,1403
730,625,311,2021-05-13,1,325,139,Home,Brand_8,325,139,186,Customer_625,47,Female,Utrecht,2021-06-23,1288
731,777,336,2022-09-28,1,211,67,Books,Brand_5,211,67,144,Customer_777,56,Female,Rotterdam,2020-03-12,1756
732,482,321,2023-01-21,2,147,62,Clothing,Brand_15,294,124,170,Customer_482,54,Male,Accra,2023-05-18,594
733,208,135,2022-10-16,2,186,59,Luxury,Brand_6,372,118,254,Customer_208,63,Female,Lagos,2020-08-30,1585
734,99,276,2022-10-28,4,256,95,Home,Brand_9,1024,380,644,Customer_99,31,Female,Rotterdam,2020-08-27,1588
735,58,423,2022-03-20,2,261,121,Sports,Brand_12,522,242,280,Customer_58,37,Male,Rotterdam,2023-07-31,520
736,146,492,2023-06-11,2,280,163,Luxury,Brand_18,560,326,234,Customer_146,54,Male,Groningen,2022-01-09,1088
737,546,485,2021-05-13,1,290,175,Sports,Brand_4,290,175,115,Customer_546,61,Female,Lagos,2021-08-28,1222
738,579,170,2021-05-09,1,253,95,Books,Brand_8,253,95,158,Customer_579,28,Female,Groningen,2023-11-20,408
739,45,215,2022-08-04,3,291,184,Sports,Brand_9,873,552,321,Customer_45,43,Female,Rotterdam,2023-05-02,610
740,809,428,2022-12-19,3,188,47,Books,Brand_11,564,141,423,Customer_809,59,Female,Accra,2021-12-22,1106
741,865,337,2023-03-16,4,160,146,Clothing,Brand_13,640,584,56,Customer_865,59,Female,Accra,2020-06-22,1654
742,448,364,2021-12-17,1,197,115,Electronics,Brand_3,197,115,82,Customer_448,20,Female,Amsterdam,2020-01-16,1812
743,803,319,2023-05-04,1,154,54,Home,Brand_15,154,54,100,Customer_803,53,Male,Rotterdam,2022-09-11,843
744,39,217,2022-04-30,2,219,149,Electronics,Brand_19,438,298,140,Customer_39,49,Female,Lagos,2021-12-25,1103
745,463,24,2022-10-22,1,77,9,Books,Brand_14,77,9,68,Customer_463,39,Female,Utrecht,2021-04-30,1342
746,929,473,2022-06-20,1,166,127,Books,Brand_4,166,127,39,Customer_929,43,Female,Amsterdam,2020-12-04,1489
747,627,470,2022-03-23,4,221,80,Electronics,Brand_18,884,320,564,Customer_627,34,Male,Utrecht,2023-03-28,645
748,26,10,2023-02-28,2,310,124,Sports,Brand_13,620,248,372,Customer_26,45,Female,Lagos,2022-01-30,1067
749,231,98,2021-02-26,3,198,93,Home,Brand_9,594,279,315,Customer_231,35,Female,Eindhoven,2022-09-02,852
750,612,153,2023-04-20,2,379,199,Luxury,Brand_2,758,398,360,Customer_612,18,Male,Lagos,2023-04-07,635
751,664,60,2023-02-23,1,109,89,Home,Brand_6,109,89,20,Customer_664,56,Male,Tokyo,2020-12-29,1464
752,590,194,2021-08-20,1,194,7,Sports,Brand_11,194,7,187,Customer_590,19,Female,Lagos,2021-01-09,1453
753,494,250,2022-03-24,4,304,143,Home,Brand_10,1216,572,644,Customer_494,39,Female,Tokyo,2023-03-16,657
754,370,476,2021-02-14,4,217,36,Home,Brand_5,868,144,724,Customer_370,29,Female,Tokyo,2021-07-20,1261
755,17,45,2023-03-05,2,230,78,Clothing,Brand_20,460,156,304,Customer_17,37,Female,Amsterdam,2023-04-09,633
756,611,52,2023-06-30,4,101,5,Books,Brand_7,404,20,384,Customer_611,27,Female,Rotterdam,2024-01-29,338
757,737,168,2022-09-04,4,216,39,Clothing,Brand_13,864,156,708,Customer_737,46,Male,Tokyo,2023-08-05,515
758,881,6,2021-10-12,4,228,168,Clothing,Brand_6,912,672,240,Customer_881,18,Male,Utrecht,2021-12-06,1122
759,665,308,2022-09-25,2,211,138,Books,Brand_20,422,276,146,Customer_665,59,Female,Utrecht,2022-01-01,1096
760,96,420,2021-12-07,2,149,75,Luxury,Brand_5,298,150,148,Customer_96,43,Male,Eindhoven,2023-11-25,403
761,989,13,2021-12-30,3,60,34,Luxury,Brand_5,180,102,78,Customer_989,46,Female,Tokyo,2022-06-14,932
762,754,69,2022-09-10,4,180,118,Luxury,Brand_1,720,472,248,Customer_754,39,Female,Lagos,2020-05-14,1693
763,629,314,2023-06-29,2,316,165,Electronics,Brand_17,632,330,302,Customer_629,42,Male,Utrecht,2023-06-17,564
764,779,72,2023-05-19,3,172,107,Books,Brand_6,516,321,195,Customer_779,22,Female,Rotterdam,2023-06-14,567
765,387,271,2021-11-07,3,368,189,Electronics,Brand_7,1104,567,537,Customer_387,50,Female,Groningen,2020-07-17,1629
766,919,271,2022-11-12,1,368,189,Electronics,Brand_7,368,189,179,Customer_919,19,Female,Utrecht,2024-01-04,363
767,731,173,2021-11-16,1,274,143,Luxury,Brand_17,274,143,131,Customer_731,29,Female,Groningen,2022-12-23,740
768,798,465,2022-02-09,4,250,163,Clothing,Brand_6,1000,652,348,Customer_798,40,Female,Utrecht,2022-04-09,998
769,414,318,2021-08-28,3,219,26,Clothing,Brand_11,657,78,579,Customer_414,63,Female,Eindhoven,2022-08-20,865
770,232,383,2021-12-03,3,303,169,Sports,Brand_3,909,507,402,Customer_232,37,Male,Utrecht,2021-12-18,1110
771,220,26,2021-04-12,3,130,37,Clothing,Brand_12,390,111,279,Customer_220,53,Female,Rotterdam,2021-11-18,1140
772,821,207,2021-07-10,1,108,76,Luxury,Brand_20,108,76,32,Customer_821,54,Female,Lagos,2022-07-28,888
773,846,228,2022-11-05,3,205,150,Home,Brand_6,615,450,165,Customer_846,20,Female,Amsterdam,2021-12-03,1125
774,247,348,2021-09-22,1,60,55,Books,Brand_15,60,55,5,Customer_247,29,Female,Amsterdam,2021-04-15,1357
775,361,422,2023-06-04,3,150,116,Sports,Brand_8,450,348,102,Customer_361,52,Female,Accra,2020-05-04,1703
776,663,93,2021-08-18,3,194,179,Clothing,Brand_19,582,537,45,Customer_663,18,Female,Amsterdam,2023-03-02,671
777,606,477,2021-09-19,3,248,147,Electronics,Brand_20,744,441,303,Customer_606,30,Female,Groningen,2021-04-26,1346
778,689,222,2022-03-15,2,331,184,Books,Brand_17,662,368,294,Customer_689,55,Male,Amsterdam,2022-08-16,869
779,519,455,2021-10-02,1,112,54,Clothing,Brand_13,112,54,58,Customer_519,19,Male,Amsterdam,2023-10-06,453
780,946,78,2022-12-17,3,125,52,Sports,Brand_5,375,156,219,Customer_946,62,Female,Accra,2021-01-10,1452
781,170,230,2023-04-03,1,316,174,Home,Brand_18,316,174,142,Customer_170,18,Male,Utrecht,2022-10-15,809
782,914,370,2023-02-10,1,159,47,Clothing,Brand_17,159,47,112,Customer_914,58,Male,Accra,2022-12-02,761
783,706,151,2022-01-31,2,140,128,Clothing,Brand_3,280,256,24,Customer_706,44,Female,Amsterdam,2021-07-15,1266
784,597,442,2023-08-02,1,192,18,Luxury,Brand_4,192,18,174,Customer_597,39,Male,Eindhoven,2023-10-14,445
785,279,281,2021-01-20,3,144,61,Luxury,Brand_17,432,183,249,Customer_279,50,Male,Utrecht,2021-03-04,1399
786,37,26,2023-03-18,4,130,37,Clothing,Brand_12,520,148,372,Customer_37,32,Female,Utrecht,2020-02-01,1796
787,838,408,2023-08-23,3,180,174,Electronics,Brand_2,540,522,18,Customer_838,50,Female,Accra,2022-06-22,924
788,382,1,2021-09-23,1,292,135,Home,Brand_19,292,135,157,Customer_382,57,Female,Utrecht,2023-08-29,491
789,359,215,2023-03-24,2,291,184,Sports,Brand_9,582,368,214,Customer_359,18,Male,Rotterdam,2023-02-10,691
790,249,214,2022-04-24,1,304,147,Clothing,Brand_15,304,147,157,Customer_249,52,Male,Utrecht,2021-09-21,1198
791,458,490,2021-09-18,3,191,168,Books,Brand_5,573,504,69,Customer_458,26,Male,Tokyo,2023-12-19,379
792,315,478,2022-01-01,2,131,108,Sports,Brand_1,262,216,46,Customer_315,59,Female,Accra,2023-06-10,571
793,275,79,2023-03-06,3,101,13,Luxury,Brand_4,303,39,264,Customer_275,55,Male,Tokyo,2020-07-07,1639
794,134,328,2023-08-28,3,99,80,Sports,Brand_17,297,240,57,Customer_134,28,Male,Amsterdam,2021-01-03,1459
795,538,434,2023-03-22,3,206,128,Electronics,Brand_15,618,384,234,Customer_538,30,Female,Accra,2020-06-07,1669
796,104,183,2021-09-17,4,38,11,Clothing,Brand_12,152,44,108,Customer_104,51,Female,Accra,2023-03-24,649
797,35,141,2021-11-05,2,155,80,Electronics,Brand_5,310,160,150,Customer_35,50,Male,Accra,2020-03-04,1764
798,844,204,2023-08-24,4,188,43,Electronics,Brand_17,752,172,580,Customer_844,57,Male,Rotterdam,2021-01-13,1449
799,620,306,2023-09-18,4,59,27,Sports,Brand_5,236,108,128,Customer_620,34,Female,Accra,2023-12-23,375
800,978,94,2021-09-09,2,281,120,Books,Brand_15,562,240,322,Customer_978,45,Male,Eindhoven,2021-01-08,1454
801,498,367,2022-08-12,1,174,169,Books,Brand_19,174,169,5,Customer_498,37,Female,Rotterdam,2022-01-27,1070
802,946,246,2021-01-31,2,236,103,Clothing,Brand_15,472,206,266,Customer_946,62,Female,Accra,2021-01-10,1452
803,804,52,2023-08-03,4,101,5,Books,Brand_7,404,20,384,Customer_804,53,Female,Groningen,2021-07-24,1257
804,394,441,2023-05-02,2,252,164,Sports,Brand_1,504,328,176,Customer_394,33,Female,Tokyo,2023-12-01,397
805,806,251,2022-08-15,1,133,73,Sports,Brand_4,133,73,60,Customer_806,49,Female,Accra,2020-07-16,1630
806,976,156,2023-01-26,3,200,186,Home,Brand_5,600,558,42,Customer_976,58,Male,Rotterdam,2023-11-13,415
807,818,233,2023-06-24,2,249,172,Home,Brand_6,498,344,154,Customer_818,20,Male,Tokyo,2023-12-31,367
808,636,412,2022-10-18,1,214,165,Clothing,Brand_6,214,165,49,Customer_636,38,Male,Groningen,2023-12-29,369
809,963,466,2023-05-30,3,54,26,Sports,Brand_15,162,78,84,Customer_963,41,Female,Utrecht,2021-05-26,1316
